fips,state,county_state,year,overall_food_insecurity_rate,number_of_food_insecure_persons_overall,food_insecurity_rate_among_black_persons_all_ethnicities,food_insecurity_rate_among_hispanic_persons_any_race,food_insecurity_rate_among_white_non_hispanic_persons,snap_threshold,percent_fi_snap_threshold,percent_fi_snap_threshold_2,child_food_insecurity_rate,number_of_food_insecure_children,percent_food_insecure_children_in_hh_w_hh_incomes_below_185_fpl,percent_food_insecure_children_in_hh_w_hh_incomes_above_185_fpl,cost_per_meal,weighted_weekly_needed_by_fi,weighted_annual_food_budget_shortfall,ruc_code,percent_of_all_people_in_poverty_2023,percent_of_all_people_in_poverty_90_percent_confidence_inrerval_lower_bound,percent_of_people_in_poverty_2023_90_percent_confidence_interval_of_estimate_upper_bound,percent_of_childen_ages_0_17_in_poverty_2023,percent_of_childen_ages_0_17_in_poverty_2023_90_percent_confidence_interval_lower_bound,percent_of_childen_ages_0_17_in_poverty_2023_90_percent_confidence_interval_of_estimate_upper_bound,all_people_in_poverty_2023_90_percent_confidence_interval_lower_bound,all_people_in_poverty_2023_90_percent_confidence_interval_upper_bound,children_under_ages_0_17_in_poverty_2023_90_percent_confidence_interval_of_estimate_lower_bound,childen_ages_0_17_in_poverty_2023_upper_bound,percent_all_people_in_poverty_2023,lower_bound_all_people_in_poverty_2023,upper_bound_all_people_in_poverty_2023,percent_children_ages_0_17_in_poverty_2023,lower_bound_children_ages_0_17_in_poverty_2023,upper_bound_children_ages_0_17_in_poverty_2023,rural_urban_continuum_code_2023,urban_influence_code_2013,metro_2023,civilian_labor_force_2000,employed_2000,unemployed_2000,unemployment_rate_2000,civilian_labor_force_2001,employed_2001,unemployed_2001,unemployment_rate_2001,civilian_labor_force_2002,employed_2002,unemployed_2002,unemployment_rate_2002,civilian_labor_force_2003,employed_2003,unemployed_2003,unemployment_rate_2003,civilian_labor_force_2004,employed_2004,unemployed_2004,unemployment_rate_2004,civilian_labor_force_2005,employed_2005,unemployed_2005,unemployment_rate_2005,civilian_labor_force_2006,employed_2006,unemployed_2006,unemployment_rate_2006,civilian_labor_force_2007,employed_2007,unemployed_2007,unemployment_rate_2007,civilian_labor_force_2008,employed_2008,unemployed_2008,unemployment_rate_2008,civilian_labor_force_2009,employed_2009,unemployed_2009,unemployment_rate_2009,civilian_labor_force_2010,employed_2010,unemployed_2010,unemployment_rate_2010,civilian_labor_force_2011,employed_2011,unemployed_2011,unemployment_rate_2011,civilian_labor_force_2012,employed_2012,unemployed_2012,unemployment_rate_2012,civilian_labor_force_2013,employed_2013,unemployed_2013,unemployment_rate_2013,civilian_labor_force_2014,employed_2014,unemployed_2014,unemployment_rate_2014,civilian_labor_force_2015,employed_2015,unemployed_2015,unemployment_rate_2015,civilian_labor_force_2016,employed_2016,unemployed_2016,unemployment_rate_2016,civilian_labor_force_2017,employed_2017,unemployed_2017,unemployment_rate_2017,civilian_labor_force_2018,employed_2018,unemployed_2018,unemployment_rate_2018,civilian_labor_force_2019,employed_2019,unemployed_2019,unemployment_rate_2019,civilian_labor_force_2020,employed_2020,unemployed_2020,unemployment_rate_2020,civilian_labor_force_2021,employed_2021,unemployed_2021,unemployment_rate_2021,civilian_labor_force_2022,employed_2022,unemployed_2022,unemployment_rate_2022,civilian_labor_force_2023,employed_2023,unemployed_2023,unemployment_rate_2023,median_household_income_2022,med_hh_income_percent_of_state_total_2022,na,na_2,na_3,na_4,x1970,x1970_2,x1,x1970_3,na_5,na_6,na_7,na_8,x1980,x1980_2,x1_2,x1980_3,na_9,na_10,na_11,na_12,x1990,x1990_2,x1990_3,x1990_4,na_13,na_14,na_15,na_16,x2000,x2000_2,x2000_3,x2000_4,na_17,na_18,na_19,na_20,x2008,x2008_2,x2008_3,x2008_4,na_21,na_22,na_23,na_24,x2019,x2019_2,x2019_3,x2019_4,na_25,na_26,na_27,na_28
48385,TX,Real,2019,20.7%,710,NA,NA,14%,165%,71%,29%,31.4%,280,65%,35%,$2.64,$14.87,"$320,000",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7,11.9,19.5,34.2,23.1,45.3,9,10,0,1392,1330,62,4.5,1309,1236,73,5.6,1334,1245,89,6.7,1384,1296,88,6.4,1388,1315,73,5.3,1325,1258,67,5.1,1346,1279,67,5,1372,1318,54,3.9,1460,1405,55,3.8,1542,1457,85,5.5,1138,1034,104,9.1,1135,1020,115,10.1,1064,965,99,9.3,1061,975,86,8.1,1058,991,67,6.3,1064,1009,55,5.2,1041,982,59,5.7,1046,986,60,5.7,1041,989,52,5,1052,1011,41,3.9,1080,1010,70,6.5,1150,1082,68,5.9,1141,1087,54,4.7,1103,1047,56,5.1,49467,68.4,10,9,9,9,828,141,104,63,72.9,12.4,9.2,5.5,801,360,228,119,53.1,23.9,15.1,7.9,659,437,395,166,39.8,26.4,23.8,10,581,607,591,371,27,28.2,27.5,17.3,577,659,742,522,23.1,26.4,29.7,20.9,255,802,514,372,13.1,41.3,26.5,19.1
48385,TX,Real,2020,21.3%,730,NA,NA,12%,165%,68%,33%,32.3%,250,60%,40%,$2.40,$12.71,"$282,000",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7,11.9,19.5,34.2,23.1,45.3,9,10,0,1392,1330,62,4.5,1309,1236,73,5.6,1334,1245,89,6.7,1384,1296,88,6.4,1388,1315,73,5.3,1325,1258,67,5.1,1346,1279,67,5,1372,1318,54,3.9,1460,1405,55,3.8,1542,1457,85,5.5,1138,1034,104,9.1,1135,1020,115,10.1,1064,965,99,9.3,1061,975,86,8.1,1058,991,67,6.3,1064,1009,55,5.2,1041,982,59,5.7,1046,986,60,5.7,1041,989,52,5,1052,1011,41,3.9,1080,1010,70,6.5,1150,1082,68,5.9,1141,1087,54,4.7,1103,1047,56,5.1,49467,68.4,10,9,9,9,828,141,104,63,72.9,12.4,9.2,5.5,801,360,228,119,53.1,23.9,15.1,7.9,659,437,395,166,39.8,26.4,23.8,10,581,607,591,371,27,28.2,27.5,17.3,577,659,742,522,23.1,26.4,29.7,20.9,255,802,514,372,13.1,41.3,26.5,19.1
48385,TX,Real,2021,21.3%,610,NA,NA,13%,165%,79%,21%,29.9%,200,61%,39%,$2.83,$16.51,"$305,000",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7,11.9,19.5,34.2,23.1,45.3,9,10,0,1392,1330,62,4.5,1309,1236,73,5.6,1334,1245,89,6.7,1384,1296,88,6.4,1388,1315,73,5.3,1325,1258,67,5.1,1346,1279,67,5,1372,1318,54,3.9,1460,1405,55,3.8,1542,1457,85,5.5,1138,1034,104,9.1,1135,1020,115,10.1,1064,965,99,9.3,1061,975,86,8.1,1058,991,67,6.3,1064,1009,55,5.2,1041,982,59,5.7,1046,986,60,5.7,1041,989,52,5,1052,1011,41,3.9,1080,1010,70,6.5,1150,1082,68,5.9,1141,1087,54,4.7,1103,1047,56,5.1,49467,68.4,10,9,9,9,828,141,104,63,72.9,12.4,9.2,5.5,801,360,228,119,53.1,23.9,15.1,7.9,659,437,395,166,39.8,26.4,23.8,10,581,607,591,371,27,28.2,27.5,17.3,577,659,742,522,23.1,26.4,29.7,20.9,255,802,514,372,13.1,41.3,26.5,19.1
48385,TX,Real,2022,23.4%,660,NA,NA,15%,165%,76%,24%,35.6%,240,61%,39%,$3.02,$18.74,"$375,000",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7,11.9,19.5,34.2,23.1,45.3,9,10,0,1392,1330,62,4.5,1309,1236,73,5.6,1334,1245,89,6.7,1384,1296,88,6.4,1388,1315,73,5.3,1325,1258,67,5.1,1346,1279,67,5,1372,1318,54,3.9,1460,1405,55,3.8,1542,1457,85,5.5,1138,1034,104,9.1,1135,1020,115,10.1,1064,965,99,9.3,1061,975,86,8.1,1058,991,67,6.3,1064,1009,55,5.2,1041,982,59,5.7,1046,986,60,5.7,1041,989,52,5,1052,1011,41,3.9,1080,1010,70,6.5,1150,1082,68,5.9,1141,1087,54,4.7,1103,1047,56,5.1,49467,68.4,10,9,9,9,828,141,104,63,72.9,12.4,9.2,5.5,801,360,228,119,53.1,23.9,15.1,7.9,659,437,395,166,39.8,26.4,23.8,10,581,607,591,371,27,28.2,27.5,17.3,577,659,742,522,23.1,26.4,29.7,20.9,255,802,514,372,13.1,41.3,26.5,19.1
48385,TX,Real,2023,23.4%,660,NA,NA,17%,165%,66%,34%,34.7%,260,39%,61%,$2.86,$17.89,"$358,000",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7,11.9,19.5,34.2,23.1,45.3,9,10,0,1392,1330,62,4.5,1309,1236,73,5.6,1334,1245,89,6.7,1384,1296,88,6.4,1388,1315,73,5.3,1325,1258,67,5.1,1346,1279,67,5,1372,1318,54,3.9,1460,1405,55,3.8,1542,1457,85,5.5,1138,1034,104,9.1,1135,1020,115,10.1,1064,965,99,9.3,1061,975,86,8.1,1058,991,67,6.3,1064,1009,55,5.2,1041,982,59,5.7,1046,986,60,5.7,1041,989,52,5,1052,1011,41,3.9,1080,1010,70,6.5,1150,1082,68,5.9,1141,1087,54,4.7,1103,1047,56,5.1,49467,68.4,10,9,9,9,828,141,104,63,72.9,12.4,9.2,5.5,801,360,228,119,53.1,23.9,15.1,7.9,659,437,395,166,39.8,26.4,23.8,10,581,607,591,371,27,28.2,27.5,17.3,577,659,742,522,23.1,26.4,29.7,20.9,255,802,514,372,13.1,41.3,26.5,19.1
48389,TX,Reeves,2019,10.7%,1650,NA,17%,11%,165%,68%,32%,15.9%,550,71%,29%,$2.93,$16.49,"$825,000",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6,13.4,21.8,23.6,16.2,31,7,8,0,5056,4606,450,8.9,4992,4626,366,7.3,5045,4338,707,14,4755,4214,541,11.4,4389,4011,378,8.6,4250,3930,320,7.5,4126,3869,257,6.2,4094,3878,216,5.3,4182,3940,242,5.8,4699,4164,535,11.4,5754,5244,510,8.9,5538,5082,456,8.2,5330,4974,356,6.7,5618,5292,326,5.8,5751,5516,235,4.1,5680,5406,274,4.8,6036,5715,321,5.3,6942,6692,250,3.6,9338,9143,195,2.1,11074,10879,195,1.8,8785,8153,632,7.2,8545,8053,492,5.8,8536,8241,295,3.5,9177,8894,283,3.1,53969,74.7,8,7,7,7,4750,1832,614,415,62.4,24.1,8.1,5.5,4396,1981,862,686,55.5,25,10.9,8.7,4910,2080,1372,617,54.7,23.2,15.3,6.9,4105,1912,1060,615,53.4,24.9,13.8,8,3563,2706,1810,1055,39,29.6,19.8,11.6,2405,3356,2032,575,28.7,40.1,24.3,6.9
48389,TX,Reeves,2020,11.9%,1850,NA,18%,8%,165%,74%,26%,19.7%,680,84%,16%,$2.82,$14.99,"$841,000",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6,13.4,21.8,23.6,16.2,31,7,8,0,5056,4606,450,8.9,4992,4626,366,7.3,5045,4338,707,14,4755,4214,541,11.4,4389,4011,378,8.6,4250,3930,320,7.5,4126,3869,257,6.2,4094,3878,216,5.3,4182,3940,242,5.8,4699,4164,535,11.4,5754,5244,510,8.9,5538,5082,456,8.2,5330,4974,356,6.7,5618,5292,326,5.8,5751,5516,235,4.1,5680,5406,274,4.8,6036,5715,321,5.3,6942,6692,250,3.6,9338,9143,195,2.1,11074,10879,195,1.8,8785,8153,632,7.2,8545,8053,492,5.8,8536,8241,295,3.5,9177,8894,283,3.1,53969,74.7,8,7,7,7,4750,1832,614,415,62.4,24.1,8.1,5.5,4396,1981,862,686,55.5,25,10.9,8.7,4910,2080,1372,617,54.7,23.2,15.3,6.9,4105,1912,1060,615,53.4,24.9,13.8,8,3563,2706,1810,1055,39,29.6,19.8,11.6,2405,3356,2032,575,28.7,40.1,24.3,6.9
48389,TX,Reeves,2021,12.6%,1830,NA,17%,4%,165%,74%,26%,16.2%,540,68%,32%,$3.21,$18.68,"$1,037,000",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6,13.4,21.8,23.6,16.2,31,7,8,0,5056,4606,450,8.9,4992,4626,366,7.3,5045,4338,707,14,4755,4214,541,11.4,4389,4011,378,8.6,4250,3930,320,7.5,4126,3869,257,6.2,4094,3878,216,5.3,4182,3940,242,5.8,4699,4164,535,11.4,5754,5244,510,8.9,5538,5082,456,8.2,5330,4974,356,6.7,5618,5292,326,5.8,5751,5516,235,4.1,5680,5406,274,4.8,6036,5715,321,5.3,6942,6692,250,3.6,9338,9143,195,2.1,11074,10879,195,1.8,8785,8153,632,7.2,8545,8053,492,5.8,8536,8241,295,3.5,9177,8894,283,3.1,53969,74.7,8,7,7,7,4750,1832,614,415,62.4,24.1,8.1,5.5,4396,1981,862,686,55.5,25,10.9,8.7,4910,2080,1372,617,54.7,23.2,15.3,6.9,4105,1912,1060,615,53.4,24.9,13.8,8,3563,2706,1810,1055,39,29.6,19.8,11.6,2405,3356,2032,575,28.7,40.1,24.3,6.9
48389,TX,Reeves,2022,17.8%,2490,NA,24%,11%,165%,70%,31%,23.6%,770,69%,31%,$3.53,$21.88,"$1,653,000",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6,13.4,21.8,23.6,16.2,31,7,8,0,5056,4606,450,8.9,4992,4626,366,7.3,5045,4338,707,14,4755,4214,541,11.4,4389,4011,378,8.6,4250,3930,320,7.5,4126,3869,257,6.2,4094,3878,216,5.3,4182,3940,242,5.8,4699,4164,535,11.4,5754,5244,510,8.9,5538,5082,456,8.2,5330,4974,356,6.7,5618,5292,326,5.8,5751,5516,235,4.1,5680,5406,274,4.8,6036,5715,321,5.3,6942,6692,250,3.6,9338,9143,195,2.1,11074,10879,195,1.8,8785,8153,632,7.2,8545,8053,492,5.8,8536,8241,295,3.5,9177,8894,283,3.1,53969,74.7,8,7,7,7,4750,1832,614,415,62.4,24.1,8.1,5.5,4396,1981,862,686,55.5,25,10.9,8.7,4910,2080,1372,617,54.7,23.2,15.3,6.9,4105,1912,1060,615,53.4,24.9,13.8,8,3563,2706,1810,1055,39,29.6,19.8,11.6,2405,3356,2032,575,28.7,40.1,24.3,6.9
48389,TX,Reeves,2023,19.0%,2510,NA,26%,10%,165%,79%,21%,21.8%,710,77%,23%,$3.22,$20.13,"$1,533,000",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6,13.4,21.8,23.6,16.2,31,7,8,0,5056,4606,450,8.9,4992,4626,366,7.3,5045,4338,707,14,4755,4214,541,11.4,4389,4011,378,8.6,4250,3930,320,7.5,4126,3869,257,6.2,4094,3878,216,5.3,4182,3940,242,5.8,4699,4164,535,11.4,5754,5244,510,8.9,5538,5082,456,8.2,5330,4974,356,6.7,5618,5292,326,5.8,5751,5516,235,4.1,5680,5406,274,4.8,6036,5715,321,5.3,6942,6692,250,3.6,9338,9143,195,2.1,11074,10879,195,1.8,8785,8153,632,7.2,8545,8053,492,5.8,8536,8241,295,3.5,9177,8894,283,3.1,53969,74.7,8,7,7,7,4750,1832,614,415,62.4,24.1,8.1,5.5,4396,1981,862,686,55.5,25,10.9,8.7,4910,2080,1372,617,54.7,23.2,15.3,6.9,4105,1912,1060,615,53.4,24.9,13.8,8,3563,2706,1810,1055,39,29.6,19.8,11.6,2405,3356,2032,575,28.7,40.1,24.3,6.9
48427,TX,Starr,2019,21.1%,13550,NA,24%,NA,165%,100%,0%,31.6%,6680,91%,9%,$2.62,$14.78,"$6,073,000",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.8,24.1,33.5,37,28.1,45.9,4,5,0,17804,14797,3007,16.9,18642,15690,2952,15.8,19924,16612,3312,16.6,21139,17763,3376,16,21372,18281,3091,14.5,21288,18482,2806,13.2,21475,18949,2526,11.8,21314,19020,2294,10.8,22286,19739,2547,11.4,24489,20479,4010,16.4,26122,21586,4536,17.4,26232,21862,4370,16.7,25957,22207,3750,14.4,26311,22345,3966,15.1,25990,22401,3589,13.8,25911,22395,3516,13.6,26365,22837,3528,13.4,25930,22854,3076,11.9,25006,22461,2545,10.2,24952,22484,2468,9.9,26050,21481,4569,17.5,25542,21554,3988,15.6,24752,22023,2729,11,24458,22172,2286,9.3,35758,49.5,5,5,4,4,6271,1046,233,475,78.1,13,2.9,5.9,9311,2006,617,759,73.4,15.8,4.9,6,13425,3288,1584,1319,68.4,16.8,8.1,6.7,18098,4683,3014,1921,65.3,16.9,10.9,6.9,18492,6929,5283,2843,55.1,20.7,15.7,8.5,14659,9219,7955,4882,39.9,25.1,21.7,13.3
48427,TX,Starr,2020,23.6%,15100,NA,25%,NA,165%,96%,4%,37.3%,7850,92%,8%,$2.72,$14.44,"$6,613,000",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.8,24.1,33.5,37,28.1,45.9,4,5,0,17804,14797,3007,16.9,18642,15690,2952,15.8,19924,16612,3312,16.6,21139,17763,3376,16,21372,18281,3091,14.5,21288,18482,2806,13.2,21475,18949,2526,11.8,21314,19020,2294,10.8,22286,19739,2547,11.4,24489,20479,4010,16.4,26122,21586,4536,17.4,26232,21862,4370,16.7,25957,22207,3750,14.4,26311,22345,3966,15.1,25990,22401,3589,13.8,25911,22395,3516,13.6,26365,22837,3528,13.4,25930,22854,3076,11.9,25006,22461,2545,10.2,24952,22484,2468,9.9,26050,21481,4569,17.5,25542,21554,3988,15.6,24752,22023,2729,11,24458,22172,2286,9.3,35758,49.5,5,5,4,4,6271,1046,233,475,78.1,13,2.9,5.9,9311,2006,617,759,73.4,15.8,4.9,6,13425,3288,1584,1319,68.4,16.8,8.1,6.7,18098,4683,3014,1921,65.3,16.9,10.9,6.9,18492,6929,5283,2843,55.1,20.7,15.7,8.5,14659,9219,7955,4882,39.9,25.1,21.7,13.3
48427,TX,Starr,2021,23.7%,15550,NA,23%,NA,165%,91%,9%,31.0%,6700,80%,20%,$3.09,$18.02,"$8,501,000",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.8,24.1,33.5,37,28.1,45.9,4,5,0,17804,14797,3007,16.9,18642,15690,2952,15.8,19924,16612,3312,16.6,21139,17763,3376,16,21372,18281,3091,14.5,21288,18482,2806,13.2,21475,18949,2526,11.8,21314,19020,2294,10.8,22286,19739,2547,11.4,24489,20479,4010,16.4,26122,21586,4536,17.4,26232,21862,4370,16.7,25957,22207,3750,14.4,26311,22345,3966,15.1,25990,22401,3589,13.8,25911,22395,3516,13.6,26365,22837,3528,13.4,25930,22854,3076,11.9,25006,22461,2545,10.2,24952,22484,2468,9.9,26050,21481,4569,17.5,25542,21554,3988,15.6,24752,22023,2729,11,24458,22172,2286,9.3,35758,49.5,5,5,4,4,6271,1046,233,475,78.1,13,2.9,5.9,9311,2006,617,759,73.4,15.8,4.9,6,13425,3288,1584,1319,68.4,16.8,8.1,6.7,18098,4683,3014,1921,65.3,16.9,10.9,6.9,18492,6929,5283,2843,55.1,20.7,15.7,8.5,14659,9219,7955,4882,39.9,25.1,21.7,13.3
48427,TX,Starr,2022,27.2%,17890,NA,30%,NA,165%,94%,6%,32.6%,7000,82%,17%,$3.35,$20.78,"$11,277,000",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.8,24.1,33.5,37,28.1,45.9,4,5,0,17804,14797,3007,16.9,18642,15690,2952,15.8,19924,16612,3312,16.6,21139,17763,3376,16,21372,18281,3091,14.5,21288,18482,2806,13.2,21475,18949,2526,11.8,21314,19020,2294,10.8,22286,19739,2547,11.4,24489,20479,4010,16.4,26122,21586,4536,17.4,26232,21862,4370,16.7,25957,22207,3750,14.4,26311,22345,3966,15.1,25990,22401,3589,13.8,25911,22395,3516,13.6,26365,22837,3528,13.4,25930,22854,3076,11.9,25006,22461,2545,10.2,24952,22484,2468,9.9,26050,21481,4569,17.5,25542,21554,3988,15.6,24752,22023,2729,11,24458,22172,2286,9.3,35758,49.5,5,5,4,4,6271,1046,233,475,78.1,13,2.9,5.9,9311,2006,617,759,73.4,15.8,4.9,6,13425,3288,1584,1319,68.4,16.8,8.1,6.7,18098,4683,3014,1921,65.3,16.9,10.9,6.9,18492,6929,5283,2843,55.1,20.7,15.7,8.5,14659,9219,7955,4882,39.9,25.1,21.7,13.3
48427,TX,Starr,2023,27.9%,18350,NA,33%,20%,165%,100%,0%,30.6%,6590,86%,14%,$3.03,$18.94,"$10,543,000",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.8,24.1,33.5,37,28.1,45.9,4,5,0,17804,14797,3007,16.9,18642,15690,2952,15.8,19924,16612,3312,16.6,21139,17763,3376,16,21372,18281,3091,14.5,21288,18482,2806,13.2,21475,18949,2526,11.8,21314,19020,2294,10.8,22286,19739,2547,11.4,24489,20479,4010,16.4,26122,21586,4536,17.4,26232,21862,4370,16.7,25957,22207,3750,14.4,26311,22345,3966,15.1,25990,22401,3589,13.8,25911,22395,3516,13.6,26365,22837,3528,13.4,25930,22854,3076,11.9,25006,22461,2545,10.2,24952,22484,2468,9.9,26050,21481,4569,17.5,25542,21554,3988,15.6,24752,22023,2729,11,24458,22172,2286,9.3,35758,49.5,5,5,4,4,6271,1046,233,475,78.1,13,2.9,5.9,9311,2006,617,759,73.4,15.8,4.9,6,13425,3288,1584,1319,68.4,16.8,8.1,6.7,18098,4683,3014,1921,65.3,16.9,10.9,6.9,18492,6929,5283,2843,55.1,20.7,15.7,8.5,14659,9219,7955,4882,39.9,25.1,21.7,13.3
48435,TX,Sutton,2019,12.4%,480,NA,17%,9%,165%,55%,45%,17.6%,180,65%,36%,$2.56,$14.44,"$210,000",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4,10.1,16.7,18.8,12.9,24.7,9,11,0,2160,2076,84,3.9,2265,2190,75,3.3,2381,2290,91,3.8,2485,2400,85,3.4,2589,2513,76,2.9,2706,2629,77,2.8,2832,2756,76,2.7,3106,3039,67,2.2,3517,3448,69,2,3459,3214,245,7.1,1997,1801,196,9.8,1948,1809,139,7.1,2010,1913,97,4.8,2061,1966,95,4.6,2018,1945,73,3.6,1720,1615,105,6.1,1592,1465,127,8,1496,1419,77,5.1,1447,1391,56,3.9,1406,1353,53,3.8,1210,1091,119,9.8,1163,1069,94,8.1,1040,981,59,5.7,1040,980,60,5.8,68838,95.2,11,9,7,9,991,354,216,178,57,20.4,12.4,10.2,1150,918,425,282,41.4,33.1,15.3,10.2,958,564,483,514,38,22.4,19.2,20.4,938,784,567,343,35.6,29.8,21.5,13,625,805,767,349,24.5,31.6,30.1,13.7,413,849,551,332,19.3,39.6,25.7,15.5
48435,TX,Sutton,2020,13.6%,520,NA,18%,6%,165%,61%,39%,21.0%,220,62%,38%,$2.81,$14.94,"$236,000",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4,10.1,16.7,18.8,12.9,24.7,9,11,0,2160,2076,84,3.9,2265,2190,75,3.3,2381,2290,91,3.8,2485,2400,85,3.4,2589,2513,76,2.9,2706,2629,77,2.8,2832,2756,76,2.7,3106,3039,67,2.2,3517,3448,69,2,3459,3214,245,7.1,1997,1801,196,9.8,1948,1809,139,7.1,2010,1913,97,4.8,2061,1966,95,4.6,2018,1945,73,3.6,1720,1615,105,6.1,1592,1465,127,8,1496,1419,77,5.1,1447,1391,56,3.9,1406,1353,53,3.8,1210,1091,119,9.8,1163,1069,94,8.1,1040,981,59,5.7,1040,980,60,5.8,68838,95.2,11,9,7,9,991,354,216,178,57,20.4,12.4,10.2,1150,918,425,282,41.4,33.1,15.3,10.2,958,564,483,514,38,22.4,19.2,20.4,938,784,567,343,35.6,29.8,21.5,13,625,805,767,349,24.5,31.6,30.1,13.7,413,849,551,332,19.3,39.6,25.7,15.5
48435,TX,Sutton,2021,13.5%,460,NA,16%,5%,165%,67%,33%,17.1%,180,58%,42%,$3.23,$18.83,"$263,000",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4,10.1,16.7,18.8,12.9,24.7,9,11,0,2160,2076,84,3.9,2265,2190,75,3.3,2381,2290,91,3.8,2485,2400,85,3.4,2589,2513,76,2.9,2706,2629,77,2.8,2832,2756,76,2.7,3106,3039,67,2.2,3517,3448,69,2,3459,3214,245,7.1,1997,1801,196,9.8,1948,1809,139,7.1,2010,1913,97,4.8,2061,1966,95,4.6,2018,1945,73,3.6,1720,1615,105,6.1,1592,1465,127,8,1496,1419,77,5.1,1447,1391,56,3.9,1406,1353,53,3.8,1210,1091,119,9.8,1163,1069,94,8.1,1040,981,59,5.7,1040,980,60,5.8,68838,95.2,11,9,7,9,991,354,216,178,57,20.4,12.4,10.2,1150,918,425,282,41.4,33.1,15.3,10.2,958,564,483,514,38,22.4,19.2,20.4,938,784,567,343,35.6,29.8,21.5,13,625,805,767,349,24.5,31.6,30.1,13.7,413,849,551,332,19.3,39.6,25.7,15.5
48435,TX,Sutton,2022,18.2%,610,NA,23%,7%,165%,68%,32%,22.2%,240,62%,38%,$3.46,$21.42,"$396,000",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4,10.1,16.7,18.8,12.9,24.7,9,11,0,2160,2076,84,3.9,2265,2190,75,3.3,2381,2290,91,3.8,2485,2400,85,3.4,2589,2513,76,2.9,2706,2629,77,2.8,2832,2756,76,2.7,3106,3039,67,2.2,3517,3448,69,2,3459,3214,245,7.1,1997,1801,196,9.8,1948,1809,139,7.1,2010,1913,97,4.8,2061,1966,95,4.6,2018,1945,73,3.6,1720,1615,105,6.1,1592,1465,127,8,1496,1419,77,5.1,1447,1391,56,3.9,1406,1353,53,3.8,1210,1091,119,9.8,1163,1069,94,8.1,1040,981,59,5.7,1040,980,60,5.8,68838,95.2,11,9,7,9,991,354,216,178,57,20.4,12.4,10.2,1150,918,425,282,41.4,33.1,15.3,10.2,958,564,483,514,38,22.4,19.2,20.4,938,784,567,343,35.6,29.8,21.5,13,625,805,767,349,24.5,31.6,30.1,13.7,413,849,551,332,19.3,39.6,25.7,15.5
48435,TX,Sutton,2023,17.0%,560,NA,23%,9%,165%,70%,30%,20.9%,190,69%,31%,$3.09,$19.30,"$328,000",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4,10.1,16.7,18.8,12.9,24.7,9,11,0,2160,2076,84,3.9,2265,2190,75,3.3,2381,2290,91,3.8,2485,2400,85,3.4,2589,2513,76,2.9,2706,2629,77,2.8,2832,2756,76,2.7,3106,3039,67,2.2,3517,3448,69,2,3459,3214,245,7.1,1997,1801,196,9.8,1948,1809,139,7.1,2010,1913,97,4.8,2061,1966,95,4.6,2018,1945,73,3.6,1720,1615,105,6.1,1592,1465,127,8,1496,1419,77,5.1,1447,1391,56,3.9,1406,1353,53,3.8,1210,1091,119,9.8,1163,1069,94,8.1,1040,981,59,5.7,1040,980,60,5.8,68838,95.2,11,9,7,9,991,354,216,178,57,20.4,12.4,10.2,1150,918,425,282,41.4,33.1,15.3,10.2,958,564,483,514,38,22.4,19.2,20.4,938,784,567,343,35.6,29.8,21.5,13,625,805,767,349,24.5,31.6,30.1,13.7,413,849,551,332,19.3,39.6,25.7,15.5
